booking_id,name,hotel,booking_timestamp,n_rooms,room_type,children,arrival_timestamp,leave_timestamp,guests,total_cost,is_canceled
bf427e23-e651-4eb3-a730-cdf342684eca,Jessica Phelps,CSM,2022-06-02 09:54:37,2,single,1,2022-08-27,2022-09-08,2,2171.88,False
137feb7a-7dfe-41ca-a4ed-127912bc105b,Madison Mercado,QPT,2022-10-26 23:49:49,4,triple,0,2022-10-30,2022-11-09,8,6474.03,True
0d46ae71-093d-4dfd-a697-26ebc518780c,Christine Price,GZD,2022-10-23 11:22:01,2,single,0,2022-11-11,2022-11-16,2,881.91,True
c670d0c6-5868-4e6f-9a9a-75a9d3449dc9,Kevin Miller,TXL,2022-04-04 00:18:00,1,double,3,2022-05-27,2022-06-02,1,705.37,True
621e17df-7baa-4de1-91bc-115824951ccc,Chelsea Lamb,UIO,2022-07-19 01:20:58,2,single,0,2022-08-08,2022-08-14,2,754.3,True
63ee3ef0-beae-4fe2-ad9c-93345bf740db,Wendy Burke,GNT,2022-08-15 08:30:47,2,triple,0,2022-09-27,2022-09-28,2,336.22,True
37b045f9-0ec5-4e48-bfd5-b63e5b56d6d6,Harold Miller,JHR,2022-12-21 23:04:05,1,single,0,2022-12-30,2023-01-09,1,737.16,False
9d08e78b-2b59-464c-8790-382692ce8461,Scott Warren,HHO,2022-08-14 20:16:38,1,single,0,2022-08-21,2022-09-02,1,807.47,False
f750b244-dc46-4afa-9739-02267298eefb,Ryan King,QPT,2022-10-24 08:01:46,2,double,0,2023-01-21,2023-01-28,2,1608.97,False
bb731e16-05ce-4a1a-b194-1aaca78c0bde,Timothy Montgomery,PEV,2022-02-05 01:29:22,1,double,1,2022-04-10,2022-04-23,2,1298.3,False
9efb52e5-ff1e-4159-a5b7-eb596219f1b1,Patricia Andrews,PQL,2022-12-15 18:33:28,2,single,0,2023-02-27,2023-03-12,2,1856.09,False
7d5a8b6c-8b15-49de-8c6b-562883bd4b2a,Christopher Horn,JHR,2022-10-15 00:02:22,2,single,2,2022-12-30,2023-01-04,2,679.46,True
1243820c-77c3-4297-bc0a-a260e7ff78e1,Gina Daugherty,PQL,2022-06-15 15:11:25,1,suite,0,2022-08-04,2022-08-17,3,5266.77,True
f3c9d883-b025-40eb-9f50-636d2ea1ba17,Charles Hansen,EUZ,2022-06-07 00:37:26,1,double,3,2022-07-21,2022-08-04,2,1643.98,False
914f0888-af62-43cd-8707-903d5d4857da,Michael Dickson,CJY,2022-10-09 18:57:02,2,double,0,2022-10-14,2022-10-23,2,2106.3,False
c88c2521-ed8e-40f6-99eb-07090d74b12f,Tanya Davis,NAD,2022-06-21 10:20:22,1,triple,0,2022-07-13,2022-07-19,2,999.11,True
31c8b2a3-7728-4cc1-8a99-1aa008871b55,Dana Avila,GNT,2022-01-25 14:36:49,4,single,0,2022-03-15,2022-03-23,4,1903.71,False
5464fe65-d7ee-430a-b19e-2d1987a5f9a3,Chris Browning,NAD,2022-06-26 09:52:33,1,single,2,2022-07-03,2022-07-07,1,321.03,True
eda33af0-c23c-4512-b692-9ffa2d052162,Ronald Smith,JHR,2022-01-24 02:03:20,1,single,1,2022-04-10,2022-04-19,1,685.41,False
8336d9a0-b85c-4ad6-bfb6-98b39d371c8c,Amanda Hill,GNT,2022-10-31 09:10:04,1,double,0,2023-01-19,2023-01-24,1,620.6,False
d5102982-77e2-421b-a977-d5a121f3116e,Michael Fitzgerald,RCE,2022-12-27 12:09:21,1,luxury,0,2023-03-17,2023-03-30,2,3570.68,False
2b163f78-fdf8-4c9b-8d98-b53a3325a5c0,Ronald Mclean,PEV,2022-02-19 06:10:47,4,triple,0,2022-04-26,2022-05-08,12,8112.57,False
a5b67983-31a7-4446-a2ca-e4b0ee880182,Krista Hartman,GNT,2022-09-18 15:19:04,1,double,1,2022-10-12,2022-10-13,2,118.79,False
98930e95-451d-49a5-8291-3d61dab90239,Trevor Smith,HHO,2022-04-25 08:42:49,4,double,0,2022-05-30,2022-06-10,4,5735.26,False
0c7e3d5d-d8ab-4b58-920f-55fffab9dec6,Emily Roberson,TXL,2022-12-23 12:23:48,2,single,1,2023-02-02,2023-02-05,2,358.49,True
4bdab208-8c6b-4eac-88f6-be2a171a7ebd,Alicia Wilson,GGE,2022-09-04 09:15:54,1,triple,2,2022-11-01,2022-11-12,3,1863.72,False
a6d9093e-9d20-49f2-9bab-67d2c7060e83,Andrew Burns,HHO,2022-08-24 23:15:36,1,suite,1,2022-10-18,2022-10-31,1,5268.64,True
ddfbe4b1-fbde-4c7e-b90b-8bbb77f6e715,Jesus White,VPH,2022-08-16 00:47:56,1,triple,0,2022-10-29,2022-11-11,1,2424.34,False
ff1bdf16-dbb0-446c-9063-3ded421f8ffa,Jennifer Martin,EUZ,2022-06-30 22:46:06,1,single,1,2022-09-10,2022-09-17,1,431.19,False
b8e74963-741f-486b-8f85-c0ae4ed40190,Shannon Todd,TXL,2022-01-01 08:03:02,2,double,2,2022-01-29,2022-01-31,2,453.31,False
cf9c8733-bd25-4d98-8d96-05a2083f0110,James Coleman,JHR,2022-08-29 12:04:17,1,triple,1,2022-11-11,2022-11-23,1,1963.8,False
7764097f-e258-45e8-9a7e-2d716fe7fa4b,Nichole Gutierrez,REL,2022-01-26 21:44:51,1,suite,0,2022-02-07,2022-02-19,3,4897.16,False
390ae066-266b-445c-bc24-af76115fc410,Michael Holloway,SGU,2022-12-20 10:28:18,1,double,0,2023-01-25,2023-02-04,1,1132.24,False
fec9b356-b00f-49c1-a4f6-21e3322ecb34,Teresa Knapp,LMB,2022-06-23 19:23:07,2,triple,0,2022-07-22,2022-07-29,4,2273.61,True
28ae7736-5952-4718-8b10-72df50022768,Olivia Avery,BXO,2022-10-09 21:19:34,1,double,0,2022-12-02,2022-12-06,1,497.44,True
b01bcdb8-c9a6-447c-91ea-206b9c7fe8c6,Jason Webb,QPT,2022-08-14 14:26:27,2,single,0,2022-09-23,2022-09-24,2,125.77,False
a8258858-0662-4a2c-85c2-4000bb70492d,Kristina Rich,CSM,2022-04-02 03:07:48,1,triple,0,2022-04-29,2022-05-03,2,648.53,False
54c5354a-3237-423b-8dbd-7b5097528f52,Audrey Edwards,TXL,2022-08-17 01:56:04,1,single,2,2022-10-10,2022-10-18,1,463.57,False
28222f8b-5a99-429a-a8a6-8ef3c44c8f64,Robert Koch,CJY,2022-10-08 00:30:46,1,single,1,2022-11-05,2022-11-12,1,488.36,False
63981182-3c0d-4e7d-a32d-81318641eb29,Felicia Bell,GZD,2022-07-09 03:47:43,2,triple,0,2022-08-29,2022-09-06,4,2742.49,False
4b20f6d1-de96-472c-87e2-2c5c9bb63b32,Tamara Burnett,PQL,2022-04-15 23:26:10,1,suite,0,2022-07-09,2022-07-11,4,856.88,False
18bbd1d2-ba94-4d58-9e65-78d50475d7fe,Michele Hunter,PQL,2022-10-23 14:02:57,4,double,0,2022-11-08,2022-11-18,8,4760.59,False
4dde147b-b29b-4a3e-b3b0-d327388a7ab7,Brenda Leon,IKL,2022-02-21 00:46:42,1,double,3,2022-03-31,2022-04-14,1,1506.18,False
27fbd29b-fd31-4502-94e0-f027e2900d2d,Shelby Diaz,GNT,2022-06-22 10:34:09,1,double,0,2022-09-16,2022-09-24,1,986.34,False
a31f04d4-c808-46a5-87e7-b914b39dee89,Jose Moore,TJR,2022-06-26 16:16:18,1,triple,0,2022-07-08,2022-07-17,2,1442.31,False
b316beb5-e7d4-4060-94fd-2a9366a0b323,Austin Wells,UIO,2022-10-14 20:10:42,1,triple,0,2022-12-18,2023-01-01,3,2371.52,False
9b43db67-a99a-47f5-91e5-fc70d7c11fcf,Brandon Ayala,TXL,2022-04-30 23:30:22,4,double,1,2022-05-28,2022-06-06,8,4114.31,False
dbd2ecad-7381-4d4f-908e-e2a4eea81c6b,Larry Green,TXL,2022-08-01 18:19:56,2,double,0,2022-09-08,2022-09-10,4,421.97,False
b4f6d12f-c891-4345-9a95-acb6681446ec,Stacy Simmons,VPH,2022-11-03 16:34:12,4,single,1,2023-01-07,2023-01-17,4,2463.61,False
7df9089e-c63a-40af-9501-7b20473386a8,Jennifer Harris,HTW,2022-02-10 12:59:20,2,double,0,2022-04-06,2022-04-07,4,221.68,False
420a0226-6121-4b07-8a4b-2703439c771d,April Gomez,SQC,2022-05-27 07:44:08,2,double,3,2022-07-06,2022-07-19,4,3061.6,True
4537b7ae-2bb5-48bd-be2f-1cbf7e0edae0,Jacob Gardner,RCE,2022-10-25 13:54:38,2,triple,0,2022-12-18,2022-12-22,6,1492.93,True
90f6460f-2b91-4356-923b-49ed8fc49fd0,Monica Cameron,SQC,2022-04-15 03:43:23,2,luxury,3,2022-04-27,2022-05-05,8,4256.99,False
62cb171b-fc34-455c-b9d9-9a51a1fff5f0,John Mcguire,PEV,2022-08-17 20:02:02,1,triple,0,2022-10-26,2022-11-05,1,1616.71,True
59a99090-a223-4339-9f90-f04944e3604e,Ronald Dawson,RCE,2022-03-02 02:00:15,1,single,0,2022-03-10,2022-03-18,1,553.52,False
8f809717-76f3-420c-a3c3-3a3546e82079,Wendy Gomez,VPH,2022-01-24 04:56:05,1,triple,0,2022-02-03,2022-02-08,2,886.21,True
c4ebbdc3-a502-4c79-a572-7a1d12434543,Tricia Dickerson,CJY,2022-09-25 20:17:42,2,double,2,2022-10-25,2022-11-08,4,3391.12,False
4ade5ee3-ad4d-4801-aa60-510164c6f2c9,Erica Gilbert,UIO,2022-06-18 17:34:56,1,triple,3,2022-08-02,2022-08-07,2,770.0,False
173144c8-186b-4377-84d9-e1c4a1fc5aa9,Brandon Harris,GGE,2022-03-05 00:08:00,1,luxury,0,2022-05-12,2022-05-16,2,1061.05,False
5bb95bb9-2396-41e1-b126-9a9367df63a0,Nicholas Gregory,PLP,2022-01-04 16:50:30,2,triple,2,2022-03-08,2022-03-15,6,2240.33,False
be71b90a-7089-45ce-9774-f9ee8de4f685,Mary Baker,GZD,2022-08-19 13:13:18,1,triple,0,2022-09-02,2022-09-06,3,675.81,False
7ef8870d-54cc-490a-8aba-239435d6a521,Kathleen Chan,PLP,2022-12-19 09:11:55,2,double,2,2023-01-30,2023-02-12,4,2947.02,False
148450de-0a55-4a8d-abe4-695997acf9de,Cody Goodwin,ZDC,2022-04-04 13:22:12,1,single,3,2022-05-06,2022-05-08,1,140.25,False
47fce66d-f039-46bb-bf32-7b1fd6852819,William Brown,LMB,2022-04-21 08:51:42,3,single,0,2022-05-18,2022-05-20,3,362.3,True
e647f368-e9c7-4565-bdc9-ab3d593cc22e,Carrie Johnson,NAD,2022-09-08 06:17:16,2,double,0,2022-09-27,2022-10-01,4,1023.44,False
c002f35d-f93c-4c0d-8f32-aff9ab1a77b1,Michael Francis,GPP,2022-07-02 15:57:16,1,double,3,2022-09-13,2022-09-19,2,670.42,True
1fc0bc9b-7ae7-4f94-98c4-da0ec20adb56,Amanda Palmer,UIO,2022-07-22 20:28:07,1,triple,0,2022-09-29,2022-09-30,3,163.48,False
18ee35bd-59fa-4373-becf-50b043051cc4,Nicholas Lewis,HHO,2022-04-15 12:45:16,1,double,1,2022-06-08,2022-06-12,1,432.17,True
5c5f9d87-22f1-49ca-be58-4024a1ee9210,Adriana Weaver,QPT,2022-11-18 07:57:56,1,triple,0,2023-02-04,2023-02-08,2,620.19,False
3ff07468-da1f-4f79-9ac4-4d64cb032f8e,Tonya Singleton,NAD,2022-10-24 23:07:45,2,single,1,2022-11-09,2022-11-14,2,813.02,True
04a175ee-9969-4d13-bb71-e09645f254f9,Karen Banks,CSM,2022-07-28 00:04:07,1,double,0,2022-10-01,2022-10-07,2,824.89,False
d1cab29a-b71f-4293-9e06-66f376431561,Steven Watts,HTW,2022-01-30 10:44:03,1,double,0,2022-03-05,2022-03-08,1,419.7,True
c216d681-cdb5-4111-b796-2a5956acaae0,Alex Wheeler,REL,2022-05-05 04:51:41,1,double,3,2022-06-15,2022-06-28,2,1545.54,False
9a972d4d-c62b-439a-870e-3a3f09ba5a10,Rebecca Peterson,REL,2022-03-31 03:43:24,2,luxury,2,2022-05-22,2022-05-26,2,2192.58,True
b71b07cf-e5f9-43ce-b716-74cf1127d073,Dustin Yang,REL,2022-09-25 14:15:31,4,luxury,0,2022-10-07,2022-10-08,8,1089.07,True
6483d637-c1b9-436f-b153-67f1abfc8d23,Valerie Nguyen,HTW,2022-09-10 04:15:28,2,single,0,2022-10-09,2022-10-16,2,1161.53,False
7c80bc0d-41f8-4cbf-8582-20ef76918a4f,Carolyn Welch,RCE,2022-10-03 00:34:40,2,double,1,2022-11-02,2022-11-13,2,2446.64,False
7185d3f6-8ac2-435a-83ce-ead82a2d5798,Mark Hughes,CSM,2022-02-27 22:40:53,1,single,1,2022-05-25,2022-05-31,1,479.8,False
fc861e56-3310-416d-a6cc-39d65aba84f4,Sean Wilson,QPT,2022-09-09 13:40:10,1,double,2,2022-11-17,2022-11-19,1,230.05,False
2c82627d-1545-4cda-828c-5fc9d3989e43,Lisa Johns,VPH,2022-01-01 03:26:48,2,triple,2,2022-01-19,2022-01-25,2,2081.77,False
8cd657db-ad18-4093-bf21-df8cd8d0cc28,Daniel Robles,QPT,2022-06-13 16:59:48,3,single,0,2022-07-15,2022-07-19,3,840.14,False
929a20fb-c70e-4fbf-b828-6af0a28ab191,James Shea,EUZ,2022-06-13 12:19:34,2,double,0,2022-09-03,2022-09-05,4,411.81,False
3c914090-a420-4124-8339-9234f7e3ffe3,Lauren Nunez,VPH,2022-07-18 13:22:52,2,double,0,2022-09-02,2022-09-16,2,3777.67,True
8351bd3a-0488-4dde-9ee6-727fdffc3dd9,Kimberly Alvarado,PEV,2022-02-07 16:57:24,3,triple,0,2022-04-01,2022-04-15,9,7006.03,False
8df4a771-92ce-474d-929d-dac6be489939,Scott Warren,GNT,2022-03-19 21:39:36,2,suite,1,2022-05-28,2022-05-29,8,806.83,False
de27b033-61b3-440c-b569-d7e36b2f60a5,Scott Velez,ECJ,2022-09-11 12:40:21,1,double,1,2022-10-20,2022-10-22,2,226.28,False
c2a67249-d629-4416-8ba8-761a8821daa1,Melanie Martinez,HHO,2022-10-24 05:33:23,2,single,0,2023-01-19,2023-01-23,2,506.87,False
03d5001c-6151-4d67-ba0b-9cc7682bcab4,Lorraine Hamilton,ZDC,2022-03-06 10:18:58,1,triple,0,2022-04-17,2022-04-29,2,1876.42,False
9fe15184-f83f-4322-8dfc-ea60decfaf6c,Nicholas Tran,NAD,2022-12-24 01:01:40,1,double,0,2023-02-20,2023-03-06,1,1675.67,False
4bdb92da-0f2a-4bcd-b9de-e9afda915d0b,Brandy Hawkins,SQC,2022-04-18 05:51:24,1,double,0,2022-07-16,2022-07-20,2,459.28,False
f7a1e000-97bf-4371-abbd-d8e452905557,Tammy Clark,SGU,2022-07-09 09:23:24,2,luxury,0,2022-09-09,2022-09-14,2,2694.29,True
71f3a401-c163-4143-bbf3-120049239d24,Nancy Hoffman,GZD,2022-03-09 15:29:10,1,double,0,2022-05-29,2022-05-30,2,112.57,False
28a2b5c4-1b7f-4a17-96f8-0cc59473c4d1,Alicia Paul,PEV,2022-06-11 19:37:35,1,double,0,2022-07-12,2022-07-15,2,349.24,False
c0184b1d-91b6-429c-974a-9f6d51190868,Hannah Cordova,IKL,2022-09-13 12:26:45,2,suite,3,2022-09-17,2022-09-28,12,8714.16,True
374a66cd-d6dc-4202-a234-2838f0bae0fc,Paula Davis,BXO,2022-12-13 04:27:40,2,triple,0,2023-03-01,2023-03-04,2,1036.04,True
a993c5d7-5bfd-4ba6-aadc-b87e1f03f658,Charles Fernandez,EUZ,2022-08-11 15:27:07,2,double,1,2022-10-09,2022-10-10,2,211.46,True
e28171a5-b29d-439d-95cc-14f01f4a8521,Robert Koch,REL,2022-07-21 08:52:51,4,single,1,2022-07-28,2022-08-03,4,1569.94,True
89b8af41-438e-4f6a-87c1-a67bbea92b2c,Brandon Mcdonald,IKL,2022-06-15 17:17:15,1,double,0,2022-07-19,2022-08-02,1,1796.41,False
f051f441-7c57-446a-9ac2-41e78be19867,Brian Greene,QPT,2022-09-14 15:08:56,4,double,2,2022-09-19,2022-09-20,4,494.35,False
c4489de6-5304-4054-8a4f-55a2ed93f3fb,Phillip Smith,GNT,2022-11-23 16:47:48,1,single,2,2023-01-21,2023-01-27,1,401.74,False
057dd4dd-6cef-4dde-a4ae-8a5d0375ba01,Christine Butler,REL,2022-03-12 00:25:01,2,luxury,0,2022-05-15,2022-05-24,8,4851.99,True
634b9095-1d78-444a-9aaf-e26c6a73e889,Nancy Douglas,RCE,2022-07-27 00:08:19,1,double,1,2022-10-02,2022-10-03,1,128.17,True
dab6ea65-9569-4433-b908-72b5acf16c04,John Gordon,BXO,2022-10-26 20:12:48,2,suite,0,2023-01-08,2023-01-12,2,3248.08,True
d78563d5-bbca-477b-918c-2da7e8ea1d96,Hannah Cordova,BXO,2022-12-09 10:25:03,2,double,2,2023-01-29,2023-02-10,2,3252.64,False
0f12f5a6-c29b-4381-a4e7-bf7dfb1cbb8c,Randall Young,HTW,2022-03-22 03:57:15,2,luxury,0,2022-05-22,2022-06-04,6,6858.6,False
7593a7c2-efa6-4c4b-aa08-6101518963f2,Alan Davis,VPH,2022-11-27 13:40:29,3,suite,0,2023-01-13,2023-01-19,12,7203.14,True
22619761-d597-44ae-931e-8d64daf208d4,Bobby Norris,ZDC,2022-03-17 23:40:44,3,triple,3,2022-04-23,2022-05-02,9,4386.33,True
38b8bf1c-f2cd-469e-9b63-3161fd87e9da,Michelle Brown,IKL,2022-10-11 22:24:58,2,double,3,2022-12-03,2022-12-04,2,240.59,True
e1a7181b-c726-4093-87d8-cb6cebac88b1,Jeanette Walker,VPH,2022-08-04 23:14:05,1,single,0,2022-08-13,2022-08-16,1,183.38,False
430f1257-aef2-40c4-98c0-3a86c83f5305,Carrie Guzman,NAD,2022-01-03 23:31:34,2,single,0,2022-01-21,2022-01-25,2,609.52,True
833d949f-2f83-48e8-89f7-63bb9d1b4647,Kenneth Clark,VPH,2022-09-13 23:22:18,3,double,0,2022-11-02,2022-11-14,3,4695.33,False
4d8fc91a-ef8e-478b-a0fd-b804abaa5143,Robert Smith,SGU,2022-10-01 10:55:47,1,double,1,2022-12-09,2022-12-19,2,1169.99,False
169d55e6-1ab2-4ae0-92f0-b0e09aa3b2a1,Michele Molina,GGE,2022-04-15 06:51:15,3,single,0,2022-06-04,2022-06-08,3,920.36,False
7291d513-83ca-4081-88b6-549070fc68a1,Patricia Andrews,HHO,2022-10-05 19:58:03,3,single,1,2022-10-18,2022-10-31,3,2754.6,False
a14edf59-ec5e-4ff8-952c-5e058892ff2f,Courtney Clayton,PQL,2022-12-06 17:44:16,2,triple,0,2023-01-07,2023-01-17,2,3609.83,False
b277ffd4-0fb1-4e63-b380-48f42fdcd392,Joshua Steele,BXO,2022-10-12 03:44:44,2,double,0,2022-11-18,2022-11-26,4,2069.8,True
5759152f-15f9-4b11-a02a-f0cd03d4a282,Mary Moon,REL,2022-02-18 22:56:42,2,triple,1,2022-04-10,2022-04-22,2,3706.35,False
5245e51a-9a8a-47bb-866c-8c49e1c91d4d,Matthew Wiley,TXL,2022-11-16 16:47:13,3,double,0,2023-02-03,2023-02-08,3,1494.29,False
f99c642a-ca29-445d-b913-6afd1d3fb60d,Alexander Jordan,BXO,2022-03-23 01:36:54,2,triple,0,2022-04-12,2022-04-26,2,4851.08,False
3255f0a5-3567-4f90-82b5-eaa247a4d30a,Stephanie Berg,IKL,2022-03-22 14:05:21,1,luxury,0,2022-05-10,2022-05-11,2,247.52,True
65aee718-3a95-436d-90ac-9d2c85c80aa4,Kyle Gonzalez,REL,2022-10-03 08:28:06,1,single,0,2022-12-31,2023-01-08,1,535.92,False
830e913e-1a27-4eda-8e97-0c2e61208800,Emma Vasquez,TXL,2022-03-04 03:25:52,3,luxury,0,2022-05-26,2022-06-05,6,7890.07,True
5eeff572-c877-4329-b2b5-1c6c415ccf72,Ronald Nelson,ECJ,2022-07-11 06:38:59,1,double,2,2022-09-01,2022-09-13,1,1376.93,False
3b2703c3-0456-449c-be45-198d570e2d2b,David Freeman,CSM,2022-11-27 12:05:14,3,single,0,2023-02-14,2023-02-20,3,1246.5,False
8b4baf4d-96f4-469f-8749-efe4bf64c097,Joshua Obrien,CJY,2022-01-05 06:10:37,2,double,0,2022-01-06,2022-01-14,2,1926.32,True
ab2047ca-dcf2-4e11-824b-6612564d1e78,Joshua Reed,SQC,2022-12-07 21:09:34,1,double,1,2023-02-19,2023-03-05,2,1681.83,False
f5654bbd-df31-4e9e-82de-947cea34aa63,Alexander Kline,LMB,2022-05-21 00:07:24,2,double,1,2022-08-05,2022-08-10,4,1047.04,False
e40d5071-582c-4a15-9347-49c0a1d9959e,James Lopez,BXO,2022-07-17 02:34:01,2,luxury,1,2022-09-20,2022-09-22,2,1102.32,True
4ba17b75-6e26-4a7b-8c6a-dc8dd950c5e2,Jared Johnson,VPH,2022-11-15 02:56:59,2,single,0,2023-01-19,2023-01-27,2,1085.37,True
9bdbf188-8283-43cc-8b5a-553bfa4ac799,Denise Harris,TJR,2022-04-19 03:26:50,1,single,2,2022-06-24,2022-06-25,1,63.77,False
048773c2-fed4-4456-8afb-523c219d384c,Jeff Davis,TJR,2022-01-03 17:07:56,1,luxury,3,2022-04-02,2022-04-03,1,262.12,False
08472dbe-0e7e-40ee-907c-8c6a8f942200,Mr. Peter Cole,TXL,2022-12-14 08:27:51,2,triple,0,2023-02-18,2023-02-21,6,969.84,False
f348f1ff-dbca-4504-89c0-ff230c689a67,Todd Morrow,LMB,2022-08-11 23:33:42,2,double,1,2022-08-12,2022-08-26,2,3043.51,False
20226ed2-8a34-4b51-b6af-6d0b43c5f5cf,Chloe Nelson,QLN,2022-01-29 23:15:06,1,double,1,2022-01-30,2022-02-05,2,751.35,False
38c3878e-6953-4568-80ff-0ec43c8841fc,Amanda Vargas,TJR,2022-06-08 17:34:01,2,luxury,0,2022-07-08,2022-07-22,4,7258.97,False
7917ca04-9e1c-4373-9a76-4d60bfffcc1b,Mark Cameron,TXL,2022-02-20 17:00:02,1,triple,0,2022-04-24,2022-05-03,2,1561.9,True
40060a24-2352-4ee1-8350-bd25453ecdf8,Susan Hall,LMB,2022-05-27 21:06:15,3,triple,3,2022-07-26,2022-08-09,9,6972.13,False
769c2dc6-c046-4b9a-8771-4d6be2a0f893,Amy Sosa,GZD,2022-03-09 15:28:06,1,double,0,2022-06-03,2022-06-06,2,392.68,False
4e5a770c-b8d8-437f-8a4c-95eb6cb9b5b5,Brittany Brown,PEV,2022-12-20 11:22:39,3,triple,2,2023-03-08,2023-03-22,6,7381.74,False
eec8f375-cfee-43db-a6f1-e5452665b05b,Erin Hicks,SQC,2022-03-16 22:48:45,2,single,0,2022-04-25,2022-04-28,2,433.77,True
c94139ac-9b07-4dd6-8254-3f4030f51115,Robert Hansen,HHO,2022-10-29 00:09:42,2,single,0,2022-11-24,2022-11-29,2,797.14,False
